Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date,Location
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PARK,MN,55426,HENNEPIN,9529935000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"6500 EXCELSIOR BLVD
SAINT LOUIS PARK, MN 55426
(44.927047, -93.362087)"
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,SAINT LOUIS,3143446000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"12303 DEPAUL DRIVE
BRIDGETON, MO 63044
(38.748965, -90.432379)"
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,KINGS,7182508000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"121 DEKALB AVENUE
BROOKLYN, NY 11201
(40.689785, -73.9774)"
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,07666,BERGEN,2018333000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,01/01/2014,12/31/2014,"718 TEANECK RD
TEANECK, NJ 07666
(40.882377, -74.008629)"
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,87571,TAOS,5757588883,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,,01/01/2014,12/31/2014,"1397 WEIMER ROAD
TAOS, NM 87571
(36.368119, -105.57827)"
250040,SINGING RIVER HOSPITAL,2809 DENNY AV,PASCAGOULA,MS,39581,JACKSON,2288095000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"2809 DENNY AV
PASCAGOULA, MS 39581
(30.374899, -88.532362)"
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,HENRY,7655210890,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"1000 N 16TH ST
NEW CASTLE, IN 47362
(39.942474, -85.36501)"
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,DEXTER,MO,63841,STODDARD,5736245566,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,01/01/2014,12/31/2014,"1200 N ONE MILE RD
DEXTER, MO 63841
(36.807432, -89.969973)"
310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,08629,MERCER,6095995000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,01/01/2014,12/31/2014,"601 HAMILTON AVE
TRENTON, NJ 08629
(40.217126, -74.742576)"
180035,ST ELIZABETH MEDICAL CENTER NORTH,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,8593012000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,01/01/2014,12/31/2014,"1 MEDICAL VILLAGE DRIVE
EDGEWOOD, KY 41017
(39.014971, -84.559874)"
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,8599675000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"150 NORTH EAGLE CREEK DRIVE
LEXINGTON, KY 40509
(38.000199, -84.440371)"
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,7162784000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"621 TENTH STREET
NIAGARA FALLS, NY 14302
(43.09408, -79.05048)"
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,3153387000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"1500 NORTH JAMES STREET
ROME, NY 13440
(43.228954, -75.444248)"
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,WILLINGBORO,NJ,08046,BURLINGTON,6098352900,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"218A SUNSET ROAD
WILLINGBORO, NJ 08046
(40.048632, -74.881982)"
190208,EAST CARROLL PARISH HOSPITAL,336 NORTH HOOD STREET,LAKE PROVIDENCE,LA,71254,EAST CARROLL,3185594023,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.82,,01/01/2014,12/31/2014,"336 NORTH HOOD STREET
LAKE PROVIDENCE, LA 71254
(32.811076, -91.171656)"
330268,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,5182543300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,01/01/2014,12/31/2014,"178 GRANDVIEW DRIVE
COBLESKILL, NY 12043
(42.686224, -74.482987)"
170105,MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE,MCPHERSON,KS,67460,MCPHERSON,6202412250,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,01/01/2014,12/31/2014,"1000 HOSPITAL DRIVE
MCPHERSON, KS 67460
(38.379007, -97.672485)"
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,CUMBERLAND,9106094000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"1638 OWEN DRIVE P O BOX 2000
FAYETTEVILLE, NC 28302
(35.032412, -78.931096)"
330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,WESTCHESTER,9147871000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,01/01/2014,12/31/2014,"55 PALMER AVENUE
BRONXVILLE, NY 10708
(40.941585, -73.836593)"
190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,1000 W PINHOOK RD SUITE 100,LAFAYETTE,LA,70503,LAFAYETTE,3372898095,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,1 - The number of cases/patients is too few to report.,01/01/2014,12/31/2014,"1000 W PINHOOK RD SUITE 100
LAFAYETTE, LA 70503
(30.204253, -92.013468)"
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,VANDERBURGH,8124505000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,01/01/2014,12/31/2014,"600 MARY ST
EVANSVILLE, IN 47747
(37.983252, -87.570726)"
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,2604352999,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"7952 W JEFFERSON BLVD
FORT WAYNE, IN 46804
(41.037352, -85.245918)"
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,7024928509,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.12,,01/01/2014,12/31/2014,"8280 W WARM SPRINGS ROAD
LAS VEGAS, NV 89113
(36.055545, -115.271272)"
170199,MINIMALLY INVASIVE SURGERY HOSPITAL,11217 LAKEVIEW AVENUE,LENEXA,KS,66219,JOHNSON,9133227401,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,1 - The number of cases/patients is too few to report.,01/01/2014,12/31/2014,"11217 LAKEVIEW AVENUE
LENEXA, KS 66219
(38.924373, -94.769705)"
300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,03060,HILLSBOROUGH,6038823000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,01/01/2014,12/31/2014,"172 KINSLEY ST
NASHUA, NH 03060
(42.750441, -71.479886)"
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,WAYNE,3133431000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"468 CADIEUX RD
GROSSE POINTE, MI 48230
(42.384197, -82.915386)"
150164,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,MONROE,8128251111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"4011 S MONROE MEDICAL PARK BLVD
BLOOMINGTON, IN 47403
(39.120991, -86.573366)"
240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,OLMSTED,5072555123,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"1216 SECOND STREET SOUTHWEST
ROCHESTER, MN 55902
(44.021643, -92.481355)"
150100,ST MARY'S MEDICAL CENTER,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,VANDERBURGH,8124854000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"3700 WASHINGTON AVE
EVANSVILLE, IN 47750
(37.962408, -87.50554)"
170176,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,JOHNSON,9135415000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,01/01/2014,12/31/2014,"10500 QUIVIRA ROAD
OVERLAND PARK, KS 66215
(38.937613, -94.723726)"
190111,WILLIS KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,CADDO,3182124000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,01/01/2014,12/31/2014,"2600 GREENWOOD ROAD
SHREVEPORT, LA 71103
(32.483923, -93.778748)"
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,08084,CAMDEN,8563467802,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,01/01/2014,12/31/2014,"18 EAST LAUREL ROAD
STRATFORD, NJ 08084
(39.828853, -75.008799)"
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,ERIE,7168983936,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"462 GRIDER STREET
BUFFALO, NY 14215
(42.927236, -78.829151)"
180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,GRAYSON,2702599400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,01/01/2014,12/31/2014,"910 WALLACE AVENUE
LEITCHFIELD, KY 42754
(37.472823, -86.286868)"
330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,5188417101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"427 GUY PARK AVENUE
AMSTERDAM, NY 12010
(42.953648, -74.216041)"
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,DOUGLAS,4026091600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"2808 SOUTH 143RD PLZ
OMAHA, NE 68144
(41.231962, -96.135577)"
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,7182453901,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"451 CLARKSON AVENUE
BROOKLYN, NY 11203
(40.655773, -73.944039)"
230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,COLDWATER,MI,49036,BRANCH,5172795400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"274 E CHICAGO ST
COLDWATER, MI 49036
(41.938823, -84.989704)"
330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,SUFFOLK,5167268200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"240 MEETING HOUSE LANE
SOUTHAMPTON, NY 11968
(40.885734, -72.380983)"
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,WASHOE,7759824100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,01/01/2014,12/31/2014,"1155 MILL STREET
RENO, NV 89502
(39.524747, -119.796721)"
280040,METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,68114,DOUGLAS,4023544000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,01/01/2014,12/31/2014,"8303 DODGE ST
OMAHA, NE 68114
(41.259682, -96.041806)"
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,2400 HOSPITAL DR,BOSSIER CITY,LA,71111,BOSSIER,3182127000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.18,,01/01/2014,12/31/2014,"2400 HOSPITAL DR
BOSSIER CITY, LA 71111
(32.55754, -93.71687)"
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,LIVINGSTON,5175456000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"620 BYRON RD
HOWELL, MI 48843
(42.615373, -83.939356)"
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,WARREN,5189261000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"100 PARK STREET
GLENS FALLS, NY 12801
(43.308335, -73.644551)"
250162,HANCOCK MEDICAL CENTER,149 DRINKWATER BLVD,BAY SAINT LOUIS,MS,39521,HANCOCK,2284678600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"149 DRINKWATER BLVD
BAY SAINT LOUIS, MS 39521
(30.311883, -89.356176)"
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,5182434000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"1101 NOTT STREET
SCHENECTADY, NY 12308
(42.819818, -73.918883)"
200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON,ME,04938,FRANKLIN,2077786031,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"111 FRANKLIN HEALTH COMMONS
FARMINGTON, ME 04938
(44.625115, -70.161244)"
170049,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,JOHNSON,9137914200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"20333 WEST 151ST STREET
OLATHE, KS 66061
(38.854524, -94.823673)"
160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,IA,52632,LEE,3195247150,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"1600 MORGAN STREET
KEOKUK, IA 52632
(40.406952, -91.388116)"
230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,WAYNE,3133434000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"22101 MOROSS RD
DETROIT, MI 48236
(42.419011, -82.915008)"
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,40422,BOYLE,8592392409,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,01/01/2014,12/31/2014,"217 SOUTH THIRD STREET
DANVILLE, KY 40422
(37.643851, -84.772636)"
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,2301 SOUTH LAMAR,OXFORD,MS,38655,LAFAYETTE,6622328100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"2301 SOUTH LAMAR
OXFORD, MS 38655
(34.348918, -89.520709)"
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,8455614400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"70 DUBOIS STREET
NEWBURGH, NY 12550
(41.50375, -74.015175)"
330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,7186702000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,01/01/2014,12/31/2014,"56-45 MAIN STREET
FLUSHING, NY 11355
(40.747529, -73.826102)"
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA STREET,BATON ROUGE,LA,70806,EAST BATON ROUGE,2253877767,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"3600 FLORIDA STREET
BATON ROUGE, LA 70806
(30.450336, -91.154638)"
190177,LAKEVIEW REGIONAL MEDICAL CENTER,95 JUDGE TANNER BOULEVARD,COVINGTON,LA,70433,SAINT TAMMANY,9858674443,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,01/01/2014,12/31/2014,"95 JUDGE TANNER BOULEVARD
COVINGTON, LA 70433
(30.409916, -90.081172)"
160040,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,50613,BLACK HAWK,3192683000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"515 COLLEGE STREET
CEDAR FALLS, IA 50613
(42.533922, -92.455969)"
190201,LAKE AREA MEDICAL CENTER,4200 NELSON ROAD,LAKE CHARLES,LA,70605,CALCASIEU,3374746370,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"4200 NELSON ROAD
LAKE CHARLES, LA 70605
(30.182071, -93.249348)"
260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,SAINT LOUIS CITY,3148657000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,01/01/2014,12/31/2014,"3933 S BROADWAY
SAINT LOUIS, MO 63118
(38.583359, -90.227557)"
220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,SUFFOLK,6179837000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"1153 CENTRE STREET
BOSTON, MA 02130
(42.30066, -71.127432)"
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,5057221000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.8,,01/01/2014,12/31/2014,"516 E NIZHONI BLVD
GALLUP, NM 87301
(35.508444, -108.730171)"
170186,KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD,WICHITA,KS,67226,SEDGWICK,3166305000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"3601 NORTH WEBB ROAD
WICHITA, KS 67226
(37.750557, -97.226355)"
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,6316547100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,01/01/2014,12/31/2014,"101 HOSPITAL ROAD
PATCHOGUE, NY 11772
(40.78029, -72.97823)"
220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,FRANKLIN,4137730211,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"164 HIGH STREET
GREENFIELD, MA 01301
(42.595606, -72.591287)"
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,7127923581,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,01/01/2014,12/31/2014,"311 SOUTH CLARK STREET
CARROLL, IA 51401
(42.056395, -94.867996)"
180093,BAPTIST HEALTH MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,HOPKINS,2708255100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,01/01/2014,12/31/2014,"900 HOSPITAL DRIVE
MADISONVILLE, KY 42431
(37.339177, -87.493845)"
230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,KALAMAZOO,2693416000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"601 JOHN STREET
KALAMAZOO, MI 49007
(42.286165, -85.581333)"
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,6314771000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"201 MANOR PLACE
GREENPORT, NY 11944
(41.110565, -72.362398)"
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,03833,ROCKINGHAM,6037787311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,01/01/2014,12/31/2014,"5 ALUMNI DRIVE
EXETER, NH 03833
(42.983066, -70.934319)"
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,POLK,5152416212,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"1200 PLEASANT STREET
DES MOINES, IA 50309
(41.590777, -93.633131)"
180064,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MOUNT STERLING,KY,40353,MONTGOMERY,8594975018,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,01/01/2014,12/31/2014,"225 FALCON DRIVE
MOUNT STERLING, KY 40353
(38.07591, -83.94692)"
200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,04101,CUMBERLAND,2078793000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"144 STATE STREET
PORTLAND, ME 04101
(43.652067, -70.265231)"
240084,ESSENTIA HEALTH VIRGINIA,901 9TH STREET NORTH,VIRGINIA,MN,55792,SAINT LOUIS,2187413340,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,01/01/2014,12/31/2014,"901 9TH STREET NORTH
VIRGINIA, MN 55792
(47.530711, -92.548797)"
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,5757697155,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,01/01/2014,12/31/2014,"2100 N MARTIN LUTHER KING, JR, BLVD
CLOVIS, NM 88101
(34.42049, -103.231763)"
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,JEFFERSON,5025623000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,01/01/2014,12/31/2014,"530 SOUTH JACKSON STREET
LOUISVILLE, KY 40202
(38.248433, -85.745073)"
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,3176882000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,01/01/2014,12/31/2014,"11700 N MERIDIAN ST
CARMEL, IN 46032
(39.959275, -86.162356)"
200031,CARY MEDICAL CENTER,"163 VAN BUREN RD, SUITE 1",CARIBOU,ME,04736,AROOSTOOK,2074983111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,01/01/2014,12/31/2014,"163 VAN BUREN RD, SUITE 1
CARIBOU, ME 04736
(46.878992, -68.010465)"
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,2702514585,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,01/01/2014,12/31/2014,"1099 MEDICAL CENTER CIRCLE
MAYFIELD, KY 42066
(36.757411, -88.650981)"
190297,DOCTORS HOSPITAL AT DEER CREEK LLC,815 SOUTH 10TH STREET,LEESVILLE,LA,71446,VERNON,3373925088,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.54,,01/01/2014,12/31/2014,"815 SOUTH 10TH STREET
LEESVILLE, LA 71446
(31.135344, -93.269492)"
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,MADISON,8596233131,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,01/01/2014,12/31/2014,"801 EASTERN BYPASS
RICHMOND, KY 40475
(37.731775, -84.293077)"
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,8458565351,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,01/01/2014,12/31/2014,"160 EAST MAIN STREET
PORT JERVIS, NY 12771
(41.368207, -74.68252)"
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,CLARK,7023697600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.14,,01/01/2014,12/31/2014,"2075 EAST FLAMINGO ROAD
LAS VEGAS, NV 89119
(36.114561, -115.125548)"
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,BROOME,6077636000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,01/01/2014,12/31/2014,"33-57 HARRISON STREET
JOHNSON CITY, NY 13790
(42.115238, -75.959214)"
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,PIKE,6062371700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.84,,01/01/2014,12/31/2014,"260 HOSPITAL DRIVE
SOUTH WILLIAMSON, KY 41503
(37.676372, -82.296582)"
